Topic,Keywords,Num_Docs,Children,Parent,Level
68,"['mesoporous', 0.030118267983198166), 'material', 0.01788654550909996), 'ordered', 0.012241133488714695), 'storage', 0.011300232261419296), 'silica', 0.010359330102801323), 'performance', 0.010359330102801323), 'lithium', 0.00941842794418335), 'oxide', 0.008477526716887951), 'mesostructured', 0.008477526716887951), 'reversible', 0.008477526716887951)]",18,[],73,3
69,"['uncertainty', 0.0266526211053133), 'lcis', 0.02301982417702675), 'pre-calculated', 0.02301982417702675), 'distribution', 0.019387027248740196), 'using', 0.015754230320453644), 'sampling', 0.015754230320453644), 'lca', 0.01454329676926136), 'lci', 0.01454329676926136), 'cycle', 0.01454329676926136), 'life', 0.013332365080714226)]",5,[],16,3
70,"['sierra', 0.02801761031150818), 'nevada', 0.02801761031150818), 'fault', 0.02646194025874138), 'rotation', 0.01868359185755253), 'rate', 0.01868359185755253), 'basin', 0.015572253614664078), 'miocene', 0.014016583561897278), 'extension', 0.012460914440453053), 'lane', 0.010905244387686253), 'block', 0.010905244387686253)]",6,[],285,3
71,"['monazite', 0.03705105930566788), 'mineral', 0.022233929485082626), 'age', 0.018941232934594154), 'garnet', 0.017294885590672493), 'rock', 0.01235584169626236), 'zoning', 0.011532667092978954), 'gneiss', 0.010709493421018124), 'zircon', 0.010709493421018124), 'melting', 0.010709493421018124), 'xenotime', 0.010709493421018124)]",13,[],16,3
72,"['cambios', 0.011408288031816483), 'bosques', 0.009510070085525513), 'rainforest', 0.009510070085525513), 'hemisphere', 0.009510070085525513), 'incendios', 0.0076118530705571175), 'snow', 0.0076118530705571175), 'temperate', 0.0076118530705571175), 'fire', 0.0076118530705571175), 'bioma', 0.0076118530705571175), 'hemisferio', 0.0076118530705571175)]",4,"[115, 66]",12,2
73,"['synthesis', 0.018264561891555786), 'material', 0.017047736793756485), 'phase', 0.015830909833312035), 'sintering', 0.014614083804190159), 'property', 0.014614083804190159), 'thermoelectric', 0.014614083804190159), 'catalyst', 0.013397257775068283), 'reaction', 0.013397257775068283), 'structure', 0.012180431745946407), 'conductivity', 0.010963604785501957)]",18,[68],8,2
74,"['enzyme', 0.009979842230677605), 'sensor', 0.009979842230677605), 'stability', 0.00500236451625824), 'unit', 0.00500236451625824), 'sensitivity', 0.00500236451625824), 'hybrid', 0.00500236451625824), 'successfully', 0.00500236451625824), 'mesoporous', 0.00500236451625824), 'membrane', 0.00500236451625824), 'silica', 0.00500236451625824)]",7,[119],88,2
75,"['para', 0.02049432136118412), 'especies', 0.018919046968221664), 'rinorea', 0.01734377257525921), 'specie', 0.015768498182296753), 'que', 0.014193223789334297), 'count', 0.012617949396371841), 'probability', 0.012617949396371841), 'detection', 0.011042675003409386), 'ocupaci', 0.009467399679124355), 'est', 0.0078921252861619)]",2,"[530, 554]",15,2
76,"['mantle', 0.045092836022377014), 'lava', 0.035072825849056244), 'ratio', 0.02449614740908146), '4he', 0.023939479142427444), 'isotopic', 0.021991143003106117), 'source', 0.021712809801101685), 'island', 0.018372805789113045), '3he', 0.01670280285179615), 'isotope', 0.01447613351047039), 'samoan', 0.014197800308465958)]",53,"[550, 340, 84]",8,2
77,"['size', 0.014114276506006718), 'property', 0.01176581159234047), 'nanocubes', 0.01176581159234047), 'sers', 0.009417346678674221), 'hierarchical', 0.009417346678674221), 'raman', 0.007068880368024111), 'nanomaterials', 0.007068880368024111), 'nanostructures', 0.007068880368024111), 'scattering', 0.004720414988696575), 'excitation', 0.004720414988696575)]",2,[460],8,2
78,"['valley', 0.031215881928801537), 'hanging', 0.02675965428352356), 'bed', 0.017847197130322456), 'load', 0.01339096762239933), 'formation', 0.008934739045798779), 'aggradation', 0.008934739045798779), 'fluvial', 0.008934739045798779), 'erosion', 0.008934739045798779), 'loadsaltation', 0.006706624291837215), 'degradation', 0.006706624291837215)]",2,[440],8,2
79,"['no2', 0.02543841488659382), 'kcl', 0.023127932101488113), 'soil', 0.023127932101488113), 'unbuffered', 0.009265036322176456), 'diw', 0.006954552605748177), 'extraction', 0.006954552605748177), 'water', 0.006954552605748177), 'transformation', 0.004644070286303759), 'favored', 0.004644070286303759), 'acidic', 0.004644070286303759)]",4,[99],90,2
80,"['sea', 0.01730731874704361), 'shift', 0.01730731874704361), 'olive', 0.012985890731215477), 'ridley', 0.012985890731215477), 'turtle', 0.010825177654623985), 'cucumber', 0.010825177654623985), '15n', 0.010825177654623985), 'foraging', 0.008664463646709919), 'trophic', 0.008664463646709919), 'pacific', 0.008664463646709919)]",2,[],16,3
81,"['dust', 0.050187356770038605), 'aot', 0.021965790539979935), 'spectrum', 0.01726219430565834), 'measured', 0.01412646472454071), 'aerosol', 0.01412646472454071), 'using', 0.01255859900265932), 'infrared', 0.01255859900265932), 'mixture', 0.010990734212100506), 'modeled', 0.010990734212100506), 'anisotropy', 0.00942286942154169)]",5,[],16,3
82,"['creek', 0.01731676608324051), 'day1', 0.014846472069621086), 'gas', 0.012376177124679089), 'sf6', 0.012376177124679089), 'kdo', 0.012376177124679089), 'reaeration', 0.009905882179737091), 'ksf6', 0.0074355872347950935), 'marti', 0.0074355872347950935), 'kxe', 0.004965292289853096), 'stream', 0.004965292289853096)]",1,[],16,3
83,"['unconformity', 0.01234568003565073), 'shelf', 0.00988147221505642), 'dsdp', 0.007417264394462109), 'stratum', 0.007417264394462109), 'oligocene', 0.004953057039529085), 'cut', 0.004953057039529085), 'drilling', 0.004953057039529085), 'unconformities', 0.004953057039529085), 'scour', 0.004953057039529085), 'ross', 0.004953057039529085)]",1,[],123,3
84,"['inclusion', 0.02865271270275116), 'melt', 0.027986448258161545), 'basalt', 0.026987051591277122), 'mantle', 0.026320787146687508), 'element', 0.022656330838799477), '86sr', 0.013994889333844185), 'composition', 0.013661756180226803), '87sr', 0.012995491735637188), 'lava', 0.011662962846457958), 'magma', 0.011662962846457958)]",47,[],76,3
85,"['ice', 0.042841192334890366), 'sheet', 0.026016732677817345), 'darkening', 0.021428244188427925), 'supraglacial', 0.021428244188427925), 'river', 0.021428244188427925), 'greenland', 0.016839755699038506), 'surface', 0.015310258604586124), 'network', 0.012251266278326511), 'algal', 0.010721770115196705), 'threshold', 0.009192273020744324)]",3,[],16,3
86,"['pan-african', 0.002920679049566388), 'change', 2.89176132355351e-05), 'water', 2.89176132355351e-05), 'specie', 2.89176132355351e-05), 'climate', 2.89176132355351e-05), 'using', 2.89176132355351e-05), 'soil', 2.89176132355351e-05), 'rate', 2.89176132355351e-05), 'system', 2.89176132355351e-05), 'surface', 2.89176132355351e-05)]",1,[],17,3
87,"['formation', 0.014135366305708885), 'ophiolite', 0.012565352022647858), 'crust', 0.012565352022647858), 'date', 0.012565352022647858), 'age', 0.012042012996971607), 'subduction', 0.011518674902617931), 'metamorphic', 0.010995336808264256), 'sole', 0.009948660619556904), 'crustal', 0.009948660619556904), 'zircon', 0.009425322525203228)]",14,[],16,3
88,"['lake', 0.022079698741436005), 'frog', 0.01766670122742653), 'population', 0.011782703921198845), 'using', 0.011782703921198845), 'effort', 0.010311705060303211), 'medal', 0.008840706199407578), 'sierrae', 0.007369706407189369), 'cmr', 0.007369706407189369), 'horton', 0.0058987075462937355), 'ass', 0.0058987075462937355)]",7,[74],0,1
89,"['age', 0.015049055218696594), 'th-pb', 0.012902257032692432), 'bargaining', 0.01075545884668827), 'allanite', 0.008608660660684109), 'president', 0.008608660660684109), 'reference', 0.008608660660684109), 'monazite', 0.008608660660684109), 'delay', 0.008608660660684109), 'appropriation', 0.00646186200901866), 'proposal', 0.00646186200901866)]",5,[258],0,1
90,"['oxide', 0.018394887447357178), '26mg', 0.010228455998003483), 'ion', 0.010228455998003483), 'v2o5', 0.00818684883415699), 'precursor', 0.00818684883415699), 'prepared', 0.00818684883415699), 'photoelectrode', 0.006145239807665348), 'reaction', 0.006145239807665348), 'cathode', 0.006145239807665348), 'doped', 0.006145239807665348)]",12,"[105, 79]",0,1
91,"['velocity', 0.01804826408624649), 'anisotropy', 0.01579504832625389), 'terrane', 0.011288614943623543), 'eclogite', 0.011288614943623543), 'seismic', 0.009035398252308369), 'uhp', 0.006782181560993195), 'peridotite', 0.006782181560993195), 'png', 0.006782181560993195), 'exhuming', 0.006782181560993195), 'gneiss', 0.006782181560993195)]",3,[104],0,1
92,"['nanowire', 0.01366978045552969), 'catalyst', 0.01366978045552969), 'method', 0.011719740927219391), 'mechanism', 0.007819660939276218), 'growth', 0.007819660939276218), 'tio2', 0.007819660939276218), 'nanowires', 0.005869620479643345), 'particle', 0.005869620479643345), 'scs-mp2', 0.005869620479643345), 'mp2', 0.005869620479643345)]",5,"[331, 106]",0,1
93,"['bubble', 0.046458080410957336), 'oil', 0.04065323993563652), 'boom', 0.019368819892406464), 'film', 0.009694085456430912), 'droplet', 0.007759138476103544), 'curtain', 0.007759138476103544), 'plume', 0.007759138476103544), 'barrier', 0.005824190564453602), 'flow', 0.005824190564453602), 'failure', 0.005824190564453602)]",4,[108],0,1
94,"['cuticle', 0.018169565126299858), 'mussel', 0.01039371732622385), 'thread', 0.0078017679043114185), 'integrity', 0.0078017679043114185), 'hardness', 0.005209818482398987), 'coating', 0.005209818482398987), 'byssal', 0.005209818482398987), 'byssus', 0.0026178688276559114), 'extensibility', 0.0026178688276559114), 'stiffness', 0.0026178688276559114)]",1,[187],0,1
95,"['car', 0.023508138954639435), 'passenger', 0.014114276506006718), 'gasoline', 0.014114276506006718), 'new', 0.009417346678674221), 'rebound', 0.009417346678674221), 'consumption', 0.009417346678674221), 'japan', 0.007068880368024111), 'direct', 0.007068880368024111), 'vintage', 0.007068880368024111), 'fuel', 0.004720414988696575)]",4,[123],0,1
96,"['connectivity', 0.02390105277299881), 'dispersal', 0.011962465941905975), 'nation', 0.009574747644364834), 'navajo', 0.00718702981248498), 'permeability', 0.00718702981248498), 'mammal', 0.004799312446266413), 'black', 0.004799312446266413), 'desert', 0.004799312446266413), 'mountain', 0.004799312446266413), 'deer', 0.004799312446266413)]",2,[],190,3
97,"['product', 0.031133905053138733), 'chemical', 0.02842719666659832), 'life', 0.014893659390509129), 'consumer', 0.014893659390509129), 'health', 0.014893659390509129), 'environmental', 0.013540306128561497), 'regulation', 0.012863628566265106), 'cycle', 0.012863628566265106), 'practice', 0.012863628566265106), 'company', 0.010156921111047268)]",14,[],16,3
98,"['beach', 0.0378684476017952), 'antarctic', 0.026037022471427917), 'sea-level', 0.022093214094638824), 'peninsula', 0.020515691488981247), 'ice', 0.019726930186152458), 'age', 0.01893816888332367), 'raised', 0.01814940571784973), 'holocene', 0.017360644415020943), 'osl', 0.016571883112192154), 'uplift', 0.015783121809363365)]",12,[],16,3
99,"['semiconducting', 0.019637759774923325), 'boron', 0.01745820790529251), 'pyridine', 0.01745820790529251), 'carbide', 0.01745820790529251), 'pecvd', 0.013099105097353458), 'orthocarborane', 0.013099105097353458), 'film', 0.008740002289414406), 'charge', 0.008740002289414406), 'composite', 0.006560449954122305), 'significantly', 0.006560449954122305)]",4,[],79,3
100,"['transform', 0.012952095828950405), 'dead', 0.010366847738623619), 'sea', 0.010366847738623619), 'calcite', 0.010366847738623619), 'onset', 0.007781598251312971), 'strand', 0.007781598251312971), 'twinned', 0.005196349695324898), '500-km-long', 0.0026111011393368244), 'israel', 0.0026111011393368244), 'left-lateral', 0.0026111011393368244)]",1,[],285,3
101,"['thermoelectric', 0.01590254344046116), 'property', 0.01363399252295494), 'material', 0.011365441605448723), 'nd2ru2o7', 0.011365441605448723), 'cheminform', 0.006828338839113712), 'disorder', 0.006828338839113712), 'diffraction', 0.004559787455946207), 'high-temperature', 0.004559787455946207), 'behaviour', 0.004559787455946207), 'title', 0.004559787455946207)]",8,[],105,3
102,"['model', 2.9001477741985582e-05), 'change', 2.9001477741985582e-05), 'water', 2.9001477741985582e-05), 'specie', 2.9001477741985582e-05), 'climate', 2.9001477741985582e-05), 'using', 2.9001477741985582e-05), 'soil', 2.9001477741985582e-05), 'rate', 2.9001477741985582e-05), 'system', 2.9001477741985582e-05), 'surface', 2.9001477741985582e-05)]",1,[],261,3
103,"['fire', 0.03786138817667961), 'burned', 0.020196666941046715), 'site', 0.01851431280374527), 'native', 0.017673134803771973), 'tree', 0.016831956803798676), 'root', 0.01514960266649723), 'plant', 0.014308425597846508), 'year', 0.013467248529195786), 'grass', 0.013467248529195786), 'invasion', 0.011784893460571766)]",11,[],16,3
104,"['glider', 0.04511847347021103), 'velocity', 0.037064481526613235), 'method', 0.02256729081273079), 'averaged', 0.014513297937810421), 'adcp', 0.014513297937810421), 'vertically', 0.012902499176561832), 'surfacing', 0.012902499176561832), 'adcps', 0.011291700415313244), 'current', 0.011291700415313244), 'axis', 0.006459303665906191)]",3,[457],91,2
105,"['electrical', 0.017966417595744133), 'compound', 0.01470276340842247), 'preparation', 0.011439109221100807), 'nanorods', 0.011439109221100807), 'noble', 0.011439109221100807), 'vo2', 0.011439109221100807), 'structural', 0.00817545410245657), 'microwave', 0.00817545410245657), 'complex', 0.00817545410245657), 'rapid', 0.00817545410245657)]",8,[101],90,2
106,"['pamir', 0.018700318410992622), 'dome', 0.0166248120367527), 'crustal', 0.010398290120065212), 'titanite', 0.00832278374582529), 'diffusion', 0.00832278374582529), 'crust', 0.006247275974601507), 'ss-lass', 0.006247275974601507), 'trace-element', 0.006247275974601507), 'u-pb', 0.006247275974601507), 'near-rim', 0.006247275974601507)]",3,[445],92,2
107,"['10be', 0.02452474646270275), 'standard', 0.022992907091975212), '26al', 0.016865551471710205), 'measurement', 0.013801872730255127), 'mass', 0.012270033359527588), '36cl', 0.012270033359527588), 'secondary', 0.012270033359527588), 'spectrometer', 0.010738193988800049), 'uncertainty', 0.010738193988800049), '2010', 0.010738193988800049)]",5,[134],8,2
108,"['layer', 0.021428154781460762), 'boundary', 0.015589420683681965), 'turbulent', 0.013643176294863224), 'sublayer', 0.011696930974721909), 'wind', 0.011696930974721909), 'langmuir', 0.011696930974721909), 'wave', 0.009750686585903168), 'turbulence', 0.009750686585903168), 'stokes', 0.009750686585903168), 'hurricane', 0.00780444173142314)]",4,"[492, 526]",93,2
109,"['fracturing', 0.01768953911960125), 'landslide', 0.01768953911960125), 'bedrock', 0.01768953911960125), 'slope', 0.015481107868254185), 'angle', 0.013272675685584545), 'hillslope', 0.011064243502914906), 'threshold', 0.011064243502914906), 'modal', 0.011064243502914906), 'strength', 0.011064243502914906), 'fiordland', 0.00885581225156784)]",4,[529],9,2
110,"['clotting', 0.029489779844880104), 'polyp', 0.02602243423461914), 'snp', 0.017354069277644157), 'polyphosphate', 0.010419376194477081), 'short-chain', 0.010419376194477081), 'blood', 0.010419376194477081), 'silica', 0.008685702458024025), 'plasma', 0.008685702458024025), 'system', 0.008685702458024025), 'flowing', 0.006952029652893543)]",4,[551],8,2
111,"['model', 2.9001477741985582e-05), 'change', 2.9001477741985582e-05), 'water', 2.9001477741985582e-05), 'specie', 2.9001477741985582e-05), 'climate', 2.9001477741985582e-05), 'using', 2.9001477741985582e-05), 'soil', 2.9001477741985582e-05), 'rate', 2.9001477741985582e-05), 'system', 2.9001477741985582e-05), 'surface', 2.9001477741985582e-05)]",1,[317],143,2
112,"['radar', 0.03148561343550682), 'apms', 0.020538855344057083), 'surface', 0.01917050965130329), 'method', 0.012328785844147205), 'rough', 0.012328785844147205), 'multilayer', 0.010960441082715988), 'small', 0.010960441082715988), 'ice', 0.010960441082715988), 'scattering', 0.009592096321284771), 'subsurface', 0.009592096321284771)]",5,[],16,3
113,"['ice', 0.08571258187294006), 'sheet', 0.04621369391679764), 'antarctic', 0.02385583333671093), 'holocene', 0.01714847795665264), 'greenland', 0.015657953917980194), 'retreat', 0.014167429879307747), 'glacial', 0.013422167859971523), 'maximum', 0.011186381801962852), 'sea-level', 0.010441120713949203), 'west', 0.010441120713949203)]",15,[],16,3
114,"['ridge', 0.012376177124679089), 'basin', 0.009905882179737091), 'eocene', 0.0074355872347950935), 'caledonia', 0.0074355872347950935), 'oligocene', 0.0074355872347950935), 'fiji', 0.0074355872347950935), 'coral', 0.004965292289853096), 'dentrecasteaux', 0.004965292289853096), 'back-arc', 0.004965292289853096), 'spreading', 0.004965292289853096)]",1,[],125,3
115,"['score', 0.023419979959726334), 'group', 0.01366978045552969), 'puntuaciones', 0.009769700467586517), 'interest', 0.009769700467586517), 'analysis', 0.007819660939276218), 'grupos', 0.007819660939276218), 'political', 0.005869620479643345), 'voting', 0.005869620479643345), 'espec', 0.005869620479643345), 'ada', 0.005869620479643345)]",2,[],72,3
116,"['land', 0.03832016512751579), 'microwave', 0.026930762454867363), 'surface', 0.025895362719893456), 'emissivity', 0.02382456138730049), 'wetland', 0.02382456138730049), 'simulation', 0.019682960584759712), 'amsr-e', 0.018647560849785805), 'satellite', 0.017612159252166748), 'model', 0.014505959115922451), 'gridded', 0.012435158714652061)]",6,[],16,3
117,"['predator', 0.0475752130150795), 'prey', 0.03069913014769554), 'reef', 0.01842561550438404), 'coral', 0.016891425475478172), 'trophic', 0.015357236377894878), 'diet', 0.013823047280311584), 'size', 0.012288857251405716), 'foraging', 0.009220479056239128), 'top', 0.009220479056239128), 'pristine', 0.009220479056239128)]",10,[],186,3
118,"['magmatism', 0.02654452994465828), 'arc', 0.020302429795265198), 'subalkaline', 0.015620855614542961), 'alkaline', 0.01406033057719469), 'continental', 0.01406033057719469), 'magma', 0.01093928050249815), 'orogen', 0.01093928050249815), 'crust', 0.01093928050249815), 'rock', 0.01093928050249815), 'plate', 0.00937875546514988)]",2,[],44,3
119,"['held', 0.008435862138867378), 'federally', 0.0028306380845606327), 'pit', 0.0028306380845606327), 'reusability', 0.0028306380845606327), 'others', 0.0028306380845606327), 'perform', 0.0028306380845606327), 'advantage', 0.0028306380845606327), 'canyon', 0.0028306380845606327), 'prior', 0.0028306380845606327), 'included', 0.0028306380845606327)]",7,[],74,3
120,"['extinction', 0.025188229978084564), 'new', 0.016799144446849823), 'polygala', 0.014701873064041138), 'linked', 0.008410058915615082), 'golden', 0.008410058915615082), 'sect', 0.008410058915615082), 'toad', 0.008410058915615082), 'first', 0.008410058915615082), 'conservation', 0.008410058915615082), 'madagascar', 0.006312787067145109)]",4,[423],8,2
