,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
3468,3.0,"sediment, river, rate, flow, watershed, channel, basin, stream, erosion, landscape",,
3469,3.0,"sediment, river, rate, flow, watershed, channel, basin, stream, erosion, landscape",,
3470,3.0,"sediment, river, rate, flow, watershed, channel, basin, stream, erosion, landscape",,
3471,10.0,"base, map, area, resolution, vegetation, spatial, analysis, image, type, mapping",,
3472,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3473,19.0,"fault, rate, basin, km, fold, central, deformation, tectonic, time, range",,
3474,16.0,"impact, water, environmental, production, change, result, energy, land_use, reduce, urban",,
3475,16.0,"impact, water, environmental, production, change, result, energy, land_use, reduce, urban",,
3476,11.0,"earthquake, wave, velocity, source, seismic, large, structure, km, observation, depth",,
3477,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3478,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3479,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3480,2.0,"age, record, rock, date, early, ice, core, monazite, formation, ca",,
3481,18.0,"mechanism, level, cell, plant, response, growth, material, form, enhance, oil",,
3482,3.0,"sediment, river, rate, flow, watershed, channel, basin, stream, erosion, landscape",,
3483,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3484,0.0,"management, conservation, fishery, resource, risk, human, approach, climate_change, strategy, ecosystem",,
3485,18.0,"mechanism, level, cell, plant, response, growth, material, form, enhance, oil",,
3486,18.0,"mechanism, level, cell, plant, response, growth, material, form, enhance, oil",,
3487,18.0,"mechanism, level, cell, plant, response, growth, material, form, enhance, oil",,
3488,7.0,"snow, surface, satellite, measurement, observation, estimate, algorithm, product, soil_moisture, water",,
3489,5.0,"process, system, understand, study, role, important, structure, provide, complex, interaction",,
3490,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3491,12.0,"water, concentration, effect, method, source, environmental, sample, groundwater, release, natural",,
3492,11.0,"earthquake, wave, velocity, source, seismic, large, structure, km, observation, depth",,
3493,8.0,"work, include, system, field, program, develop, provide, analysis, site, year",,
3494,6.0,"specie, population, community, effect, diversity, abundance, individual, ecosystem, biomass, find",,
3495,12.0,"water, concentration, effect, method, source, environmental, sample, groundwater, release, natural",,
3496,11.0,"earthquake, wave, velocity, source, seismic, large, structure, km, observation, depth",,
3497,7.0,"snow, surface, satellite, measurement, observation, estimate, algorithm, product, soil_moisture, water",,
3498,7.0,"snow, surface, satellite, measurement, observation, estimate, algorithm, product, soil_moisture, water",,
3499,7.0,"snow, surface, satellite, measurement, observation, estimate, algorithm, product, soil_moisture, water",,
3500,11.0,"earthquake, wave, velocity, source, seismic, large, structure, km, observation, depth",,
3501,4.0,"model, scale, spatial, base, approach, predict, estimate, develop, method, distribution",,
3502,5.0,"process, system, understand, study, role, important, structure, provide, complex, interaction",,
3503,12.0,"water, concentration, effect, method, source, environmental, sample, groundwater, release, natural",,
3504,6.0,"specie, population, community, effect, diversity, abundance, individual, ecosystem, biomass, find",,
3505,7.0,"snow, surface, satellite, measurement, observation, estimate, algorithm, product, soil_moisture, water",,
3506,19.0,"fault, rate, basin, km, fold, central, deformation, tectonic, time, range",,
3507,15.0,"mantle, source, melt, composition, sample, high, low, isotope, ratio, earth",,
3508,15.0,"mantle, source, melt, composition, sample, high, low, isotope, ratio, earth",,
3509,10.0,"base, map, area, resolution, vegetation, spatial, analysis, image, type, mapping",,
3510,15.0,"mantle, source, melt, composition, sample, high, low, isotope, ratio, earth",,
3511,7.0,"snow, surface, satellite, measurement, observation, estimate, algorithm, product, soil_moisture, water",,
3512,6.0,"specie, population, community, effect, diversity, abundance, individual, ecosystem, biomass, find",,
3513,15.0,"mantle, source, melt, composition, sample, high, low, isotope, ratio, earth",,
3514,1.0,"high, increase, low, result, temperature, show, compare, difference, decrease, suggest",,
3515,3.0,"sediment, river, rate, flow, watershed, channel, basin, stream, erosion, landscape",,
3516,11.0,"earthquake, wave, velocity, source, seismic, large, structure, km, observation, depth",,
3517,3.0,"sediment, river, rate, flow, watershed, channel, basin, stream, erosion, landscape",,
3518,9.0,"soil, plant, ecosystem, forest, fire, water, effect, increase, drought, vegetation",,
3519,18.0,"mechanism, level, cell, plant, response, growth, material, form, enhance, oil",,
3520,3.0,"sediment, river, rate, flow, watershed, channel, basin, stream, erosion, landscape",,
3521,0.0,"management, conservation, fishery, resource, risk, human, approach, climate_change, strategy, ecosystem",,
3522,9.0,"soil, plant, ecosystem, forest, fire, water, effect, increase, drought, vegetation",,
3523,3.0,"sediment, river, rate, flow, watershed, channel, basin, stream, erosion, landscape",,
3524,16.0,"impact, water, environmental, production, change, result, energy, land_use, reduce, urban",,
3525,6.0,"specie, population, community, effect, diversity, abundance, individual, ecosystem, biomass, find",,
3526,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3527,6.0,"specie, population, community, effect, diversity, abundance, individual, ecosystem, biomass, find",,
3528,18.0,"mechanism, level, cell, plant, response, growth, material, form, enhance, oil",,
3529,11.0,"earthquake, wave, velocity, source, seismic, large, structure, km, observation, depth",,
3530,9.0,"soil, plant, ecosystem, forest, fire, water, effect, increase, drought, vegetation",,
3531,10.0,"base, map, area, resolution, vegetation, spatial, analysis, image, type, mapping",,
3532,18.0,"mechanism, level, cell, plant, response, growth, material, form, enhance, oil",,
3533,0.0,"management, conservation, fishery, resource, risk, human, approach, climate_change, strategy, ecosystem",,
3534,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3535,6.0,"specie, population, community, effect, diversity, abundance, individual, ecosystem, biomass, find",,
3536,6.0,"specie, population, community, effect, diversity, abundance, individual, ecosystem, biomass, find",,
3537,15.0,"mantle, source, melt, composition, sample, high, low, isotope, ratio, earth",,
3538,11.0,"earthquake, wave, velocity, source, seismic, large, structure, km, observation, depth",,
3539,18.0,"mechanism, level, cell, plant, response, growth, material, form, enhance, oil",,
3540,19.0,"fault, rate, basin, km, fold, central, deformation, tectonic, time, range",,
3541,18.0,"mechanism, level, cell, plant, response, growth, material, form, enhance, oil",,
3542,11.0,"earthquake, wave, velocity, source, seismic, large, structure, km, observation, depth",,
3543,4.0,"model, scale, spatial, base, approach, predict, estimate, develop, method, distribution",,
3544,6.0,"specie, population, community, effect, diversity, abundance, individual, ecosystem, biomass, find",,
3545,5.0,"process, system, understand, study, role, important, structure, provide, complex, interaction",,
3546,11.0,"earthquake, wave, velocity, source, seismic, large, structure, km, observation, depth",,
3547,9.0,"soil, plant, ecosystem, forest, fire, water, effect, increase, drought, vegetation",,
3548,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3549,12.0,"water, concentration, effect, method, source, environmental, sample, groundwater, release, natural",,
3550,11.0,"earthquake, wave, velocity, source, seismic, large, structure, km, observation, depth",,
3551,11.0,"earthquake, wave, velocity, source, seismic, large, structure, km, observation, depth",,
3552,11.0,"earthquake, wave, velocity, source, seismic, large, structure, km, observation, depth",,
3553,13.0,"climate, change, precipitation, variability, climate_change, event, rainfall, trend, region, response",,
3554,13.0,"climate, change, precipitation, variability, climate_change, event, rainfall, trend, region, response",,
3555,9.0,"soil, plant, ecosystem, forest, fire, water, effect, increase, drought, vegetation",,
3556,3.0,"sediment, river, rate, flow, watershed, channel, basin, stream, erosion, landscape",,
3557,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3558,9.0,"soil, plant, ecosystem, forest, fire, water, effect, increase, drought, vegetation",,
3559,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3560,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3561,9.0,"soil, plant, ecosystem, forest, fire, water, effect, increase, drought, vegetation",,
3562,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3563,2.0,"age, record, rock, date, early, ice, core, monazite, formation, ca",,
3564,10.0,"base, map, area, resolution, vegetation, spatial, analysis, image, type, mapping",,
3565,3.0,"sediment, river, rate, flow, watershed, channel, basin, stream, erosion, landscape",,
3566,2.0,"age, record, rock, date, early, ice, core, monazite, formation, ca",,
3567,9.0,"soil, plant, ecosystem, forest, fire, water, effect, increase, drought, vegetation",,
3568,14.0,"ocean, water, flux, lake, surface, measurement, carbon, concentration, global, estimate",,
3569,3.0,"sediment, river, rate, flow, watershed, channel, basin, stream, erosion, landscape",,
3570,9.0,"soil, plant, ecosystem, forest, fire, water, effect, increase, drought, vegetation",,
